Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Average Watts,Calories,Average Temperature,Relative Effort.1,Total Work,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute.1,From Upload,Grade Adjusted Distance,Bike,Gear,Flagged,Average Elapsed Speed,Dirt Distance,Total Steps
3394692488,"4 May 2020, 02:36:45",Lunch Ride,Ride,6804,53.4,142.0,29.0,False,Scultura 5000,activities/3627026660.fit.gz,80.0,8.0,6804.0,6758.0,53402.30078125,10.100000381469728,7.906000137329102,22.0,33.0,58.59999847412109,66.0,8.0,0.0074903140775859,146.0,72.77388763427734,142.0,122.0,169.67575073242188,636.0,12.0,29.0,1155660.0,,175.0,6805.0,,,0.0,1.0,,6699863.0,,,,,
3405249082,"6 May 2020, 00:49:27",Morning Ride,Ride,7073,53.38,140.0,28.0,False,Scultura 5000,activities/3638110825.fit.gz,80.0,8.0,7073.0,6959.0,53384.80078125,11.300000190734863,7.6620001792907715,87.0,73.0,-8.600000381469727,8.0,3.5999999046325684,0.0232275854796171,156.0,71.14110565185547,140.0,119.0,162.77597045898438,514.0,17.0,28.0,1140991.0,,170.0,7074.0,,,0.0,1.0,,6699863.0,,,,,
3427932427,"9 May 2020, 03:22:58",Afternoon Ride,Ride,14059,100.19,138.0,51.0,False,Scultura 5000,activities/3661725889.fit.gz,80.0,8.0,14059.0,13984.0,100189.296875,9.100000381469728,7.160999774932861,157.0,182.0,-23.0,9.800000190734863,8.399999618530273,-0.0291448291391134,144.0,67.65094757080078,138.0,119.0,160.42315673828125,755.0,13.0,51.0,2242131.0,,166.0,14060.0,,,0.0,1.0,,6699863.0,,,,,
3427936637,"8 May 2020, 01:28:54",Lunch Ride,Ride,5724,43.08,139.0,24.0,False,Scultura 5000,activities/3661730635.fit.gz,80.0,8.0,5724.0,5639.0,43087.1015625,11.100000381469728,7.644000053405762,60.0,49.0,-31.399999618530277,-17.0,3.5,0.0269222110509872,112.0,69.65365600585938,139.0,121.0,155.82054138183594,522.0,18.0,24.0,881515.0,,164.0,5725.0,,,0.0,1.0,,6699863.0,,,,,
3433973806,"11 May 2020, 04:45:50",Afternoon Ride,Ride,7112,53.33,132.0,22.0,False,Scultura 5000,activities/3668090153.fit.gz,80.0,8.0,7112.0,7005.0,53333.30078125,9.300000190734863,7.607999801635742,2.0,1.0,13.800000190734863,17.799999237060547,5.5,0.001500000944361,135.0,70.37073516845703,132.0,112.0,160.94801330566406,259.0,12.0,22.0,1124524.0,,165.0,7113.0,,,0.0,1.0,,6699863.0,,,,,
3447279116,"13 May 2020, 03:56:28",Afternoon Ride,Ride,6905,53.4,141.0,30.0,False,Scultura 5000,activities/3682043426.fit.gz,80.0,8.0,6905.0,6857.0,53401.3984375,10.100000381469728,7.785999774932861,4.0,7.0,51.400001525878906,60.400001525878906,2.900000095367432,-0.0078649623319506,136.0,70.36483001708984,141.0,123.0,174.35409545898438,688.0,12.0,30.0,1194148.0,,179.0,6906.0,,,0.0,1.0,,6699863.0,,,,,
3447775356,"14 May 2020, 00:44:11",Morning Ride,Ride,6393,53.34,154.0,69.0,False,Scultura 5000,activities/3682570255.fit.gz,80.0,8.0,6393.0,6302.0,53347.3984375,10.0,8.472999572753906,12.0,2.0,28.200000762939453,39.0,1.899999976158142,0.0157458465546369,137.0,70.62313079833984,154.0,135.0,200.88926696777344,1241.0,11.0,69.0,1262616.0,,207.0,6394.0,,,0.0,1.0,,6699863.0,,,,,
3459754205,"16 May 2020, 00:29:10",Morning Ride,Ride,14347,105.02,136.0,46.0,False,Scultura 5000,activities/3695151485.fit.gz,80.0,8.0,14347.0,14156.0,105027.1015625,9.600000381469728,7.386000156402588,21.0,2.0,13.0,32.20000076293945,3.5,0.0142820281907916,149.0,68.41987609863281,136.0,113.0,155.02699279785156,557.0,15.0,46.0,2191376.0,,161.0,14348.0,,,0.0,1.0,,6699863.0,,,,,
3470027722,"18 May 2020, 04:35:36",Afternoon Ride,Ride,6757,53.4,145.0,27.0,False,Scultura 5000,activities/3706027596.fit.gz,80.0,8.0,6757.0,6581.0,53402.19921875,10.399999618530272,8.116999626159668,12.0,9.0,13.399999618530272,21.399999618530277,4.099999904632568,0.0071158115752041,141.0,72.17510986328125,145.0,121.0,176.29312133789062,537.0,15.0,27.0,1157404.0,,182.0,6758.0,,,0.0,1.0,,6699863.0,,,,,
3485514884,"20 May 2020, 04:57:24",Afternoon Ride,Ride,6888,53.27,136.0,24.0,False,Scultura 5000,activities/3722246451.fit.gz,80.0,8.0,6888.0,6832.0,53278.80078125,10.399999618530272,7.800000190734863,12.0,7.0,18.399999618530277,27.399999618530277,2.900000095367432,0.0075076767243444,150.0,72.67768859863281,136.0,118.0,167.56451416015625,390.0,12.0,24.0,1139882.0,,172.0,6889.0,,,0.0,1.0,,6699863.0,,,,,
3493097782,"22 May 2020, 01:08:38",Lunch Ride,Ride,5170,43.1,144.0,39.0,False,Scultura 5000,activities/3730253293.fit.gz,,8.0,5170.0,5111.0,43105.1015625,11.300000190734863,8.43379020690918,7.0,0.0,8.0,17.0,1.7999999523162842,0.0143834492191672,101.0,71.13267517089844,,130.468994140625,199.1244354248047,939.0,11.0,39.0,1015739.0,,204.0,5171.0,,,0.0,1.0,,6699863.0,,,,,
3507265967,"25 May 2020, 00:49:37",Morning Ride,Ride,6661,53.43,146.0,43.0,False,Scultura 5000,activities/3745317340.fit.gz,,8.0,6661.0,6508.0,53432.80078125,11.300000190734863,8.210326194763184,12.0,1.0,6.0,20.0,5.400000095367432,0.0213352106511592,143.0,71.80995178222656,,129.1456298828125,183.3449859619141,1115.0,11.0,43.0,1187619.0,,189.0,6662.0,,,0.0,1.0,,6699863.0,,,,,
3518305878,"26 May 2020, 23:49:40",Morning Ride,Ride,6340,50.3,143.0,30.0,False,Scultura 5000,activities/3756946196.fit.gz,,8.0,6340.0,6173.0,50304.30078125,10.600000381469728,8.14908504486084,15.0,5.0,10.800000190734863,21.600000381469727,4.0,0.016300793737173,130.0,72.16584014892578,,124.94248962402344,176.59193420410156,792.0,12.0,30.0,1090499.0,,182.0,6341.0,,,0.0,1.0,,6699863.0,,,,,
3529983361,"29 May 2020, 03:08:22",Afternoon Ride,Ride,5962,48.24,149.0,38.0,False,Scultura 5000,activities/3769188032.fit.gz,,8.0,5962.0,5765.0,48242.8984375,11.699999809265137,8.368239402770996,14.0,5.0,-3.400000095367432,8.600000381469727,8.0,0.0174118895083665,135.0,73.7995376586914,,129.12278747558594,179.61862182617188,977.0,14.0,38.0,1029423.0,,185.0,5963.0,,,0.0,1.0,,6699863.0,,,,,
3534316563,"30 May 2020, 02:39:18",Lunch Ride,Ride,14759,105.32,144.0,51.0,False,Scultura 5000,activities/3773767507.fit.gz,,8.0,14759.0,14622.0,105324.203125,9.800000190734863,7.203132152557373,88.0,50.0,15.600000381469728,54.59999847412109,6.900000095367432,0.0343700684607028,146.0,72.52442169189453,,114.53323364257812,148.99786376953125,708.0,14.0,51.0,2160955.0,,159.0,14760.0,,,0.0,1.0,,6699863.0,,,,,
3545148767,"1 Jun 2020, 00:01:56",Morning Ride,Ride,7020,53.4,142.0,27.0,False,Scultura 5000,activities/3785364651.fit.gz,,8.0,7020.0,6918.0,53403.3984375,10.5,7.719485282897949,5.0,7.0,-40.20000076293945,-31.799999237060547,5.300000190734863,-0.0108607318252325,137.0,73.38184356689453,,119.70050811767578,169.6461181640625,486.0,8.0,27.0,1167864.0,,174.0,7021.0,,,0.0,1.0,,6699863.0,,,,,
3582220330,"8 Jun 2020, 04:07:25",Afternoon Ride,Ride,6367,53.37,155.0,78.0,False,Scultura 5000,activities/3824529322.fit.gz,,8.0,6367.0,6345.0,53375.5,10.899999618530272,8.412214279174805,2.0,4.0,34.400001525878906,40.59999847412109,2.5,-0.0044964449480175,125.0,71.30831909179688,,137.90953063964844,184.85487365722656,1385.0,9.0,78.0,1163729.0,,190.0,6368.0,,,0.0,1.0,,6699863.0,,,,,
3582221160,"6 Jun 2020, 02:05:12",Lunch Ride,Ride,9013,74.06,155.0,75.0,False,Scultura 5000,activities/3824530136.fit.gz,,8.0,9013.0,8694.0,74065.5,10.699999809265137,8.519150733947754,35.0,0.0,23.600000381469727,62.79999923706055,5.400000095367432,0.0529261268675327,134.0,71.85521697998047,,133.28012084960938,195.6765899658203,1682.0,10.0,75.0,1696780.0,,198.0,9014.0,,,0.0,1.0,,6699863.0,,,,,
3605557972,"13 Jun 2020, 00:45:01",Morning Ride,Ride,13250,110.47,153.0,134.0,False,Scultura 5000,activities/3849131532.fit.gz,,8.0,13250.0,13130.0,110474.8984375,10.699999809265137,8.41392993927002,50.0,13.0,29.799999237060547,68.80000305175781,7.300000190734863,0.0318624414503574,128.0,73.43602752685547,,135.39060974121094,185.7683258056641,2428.0,11.0,134.0,2427802.0,,191.0,13251.0,,,0.0,1.0,,6699863.0,,,,,
3616955043,"15 Jun 2020, 04:03:40",Afternoon Ride,Ride,6582,53.36,142.0,33.0,False,Scultura 5000,activities/3861281094.fit.gz,,8.0,6582.0,6543.0,53363.5,11.399999618530272,8.155815124511719,4.0,8.0,21.799999237060547,29.799999237060547,3.799999952316284,-0.0082453358918428,138.0,74.04322052001953,,125.55337524414062,169.73619079589844,1103.0,15.0,33.0,1102693.0,,175.0,6583.0,,,0.0,1.0,,6699863.0,,,,,
3626904612,"17 Jun 2020, 01:02:35",Lunch Ride,Ride,6554,53.39,147.0,36.0,False,Scultura 5000,activities/3871887155.fit.gz,,8.0,6554.0,6433.0,53394.5,12.5,8.300093650817871,8.0,0.0,44.400001525878906,53.20000076293945,2.0,0.0108625423163175,125.0,72.51069641113281,,126.92940521240234,173.8067169189453,1115.0,11.0,36.0,1115000.0,,178.0,6555.0,,,0.0,1.0,,6699863.0,,,,,
3709847164,"20 Jun 2020, 01:34:47",Lunch Ride,Ride,5461,42.39,141.0,23.0,False,Scultura 5000,activities/3961874634.fit.gz,,8.0,5461.0,5423.0,42396.8984375,9.800000190734863,7.817978858947754,13.0,3.0,14.199999809265137,27.399999618530277,11.100000381469728,0.0245300959795713,126.0,72.80491638183594,,121.33722686767578,155.82044982910156,942.1909790039062,14.0,23.0,840852.0,,161.0,5462.0,,,0.0,1.0,,6699863.0,,,,,
3710120865,"27 Jun 2020, 00:57:16",Morning Ride,Ride,6137,53.21,149.0,58.0,False,Scultura 5000,activities/3962188539.fit.gz,,8.0,6137.0,6081.0,53217.6015625,10.5,8.751455307006836,10.0,1.0,-3.5999999046325684,6.400000095367432,2.0999999046325684,0.0154084367677569,127.0,73.22017669677734,,133.1559295654297,192.0709686279297,1166.0,9.0,58.0,1165728.0,,196.0,6138.0,,,0.0,1.0,,6699863.0,,,,,
3725130162,"7 Jul 2020, 04:12:00",Afternoon Ride,Ride,6312,53.34,146.0,57.0,False,Scultura 5000,activities/3978551069.fit.gz,,8.0,6312.0,6166.0,53345.6015625,10.100000381469728,8.651573181152344,2.0,0.0,12.199999809265137,16.799999237060547,2.0,-0.0007498275372199,141.0,80.42015838623047,,133.978271484375,177.34397888183594,1093.0,8.0,57.0,1092649.0,,181.0,6313.0,,,0.0,1.0,,6699863.0,,,,,
3734955821,"9 Jul 2020, 02:38:02",Lunch Ride,Ride,6179,53.41,142.0,33.0,False,Scultura 5000,activities/3989273785.fit.gz,,8.0,6179.0,6071.0,53409.5,13.199999809265137,8.797479629516602,13.0,5.0,5.0,13.600000381469728,3.0999999046325684,0.0082382345572113,147.0,77.10665893554688,,126.56143951416016,174.697509765625,1059.0,14.0,33.0,1058547.0,,178.0,6180.0,,,0.0,1.0,,6699863.0,,,,,
3743817453,"11 Jul 2020, 02:55:55",Lunch Ride,Ride,7541,63.74,146.0,53.0,False,Scultura 5000,activities/3999147159.fit.gz,,8.0,7541.0,7364.0,63740.8984375,10.600000381469728,8.655744552612305,9.0,1.0,11.800000190734863,21.0,2.299999952316284,0.0081580271944403,129.0,72.56536102294922,,129.8204803466797,182.17857360839844,1339.0,7.0,53.0,1338996.0,,186.0,7542.0,,,0.0,1.0,,6699863.0,,,,,
3758711223,"13 Jul 2020, 23:26:10",Morning Ride,Ride,6470,53.38,144.0,37.0,False,Scultura 5000,activities/4015834223.fit.gz,,8.0,6470.0,6320.0,53379.5,11.0,8.446123123168945,5.0,0.0,46.0,55.59999847412109,6.300000190734863,0.0134883243590593,140.0,75.18449401855469,,127.2244110107422,171.10409545898438,1076.0,10.0,37.0,1075130.0,,176.0,6471.0,,,0.0,1.0,,6699863.0,,,,,
3768986565,"16 Jul 2020, 00:54:58",Morning Ride,Ride,6170,53.34,152.0,46.0,False,Scultura 5000,activities/4027299050.fit.gz,,8.0,6170.0,6125.0,53341.1015625,10.800000190734863,8.70875072479248,14.0,3.0,58.400001525878906,69.4000015258789,6.300000190734863,0.0138729801401495,136.0,76.65206909179688,,131.01260375976562,186.2297821044922,1135.0,6.0,46.0,1135135.0,,190.0,6171.0,,,0.0,1.0,,6699863.0,,,,,
4204436206,"17 Oct 2020, 00:37:05",Lunch Ride,Ride,6967,62.35,145.0,40.0,False,Scultura 5000,activities/4498226628.fit.gz,,8.0,6967.0,6967.0,62354.3984375,11.300000190734863,8.94996452331543,5.0,2.0,19.399999618530277,26.399999618530277,3.0999999046325684,0.0051319552585482,138.0,78.38731384277344,,129.02468872070312,199.00689697265625,1383.0,16.0,40.0,1383102.0,,202.0,6968.0,,,0.0,1.0,,6699863.0,,,,,
7057073739,"28 Apr 2022, 21:49:44",Morning Run,Run,4127,12.77,178.0,78.0,False,,activities/7511868053.fit.gz,,,4127.0,4101.0,12775.33984375,3.891992092132568,3.1151766777038574,67.19998931884766,76.39999389648438,-45.400001525878906,-28.600000381469727,15.384381294250488,-0.0720137432217598,86.0,83.71324920654297,,147.54495239257812,231.69178771972656,1171.7431640625,,78.0,,,233.0,4128.0,,,0.0,1.0,12887.2998046875,,5557176.0,0.0,3.0955512523651123,0.0,
7067754767,"1 May 2022, 00:11:03",Morning Run,Run,7723,24.63,173.0,185.0,False,,activities/7523482307.fit.gz,,,7723.0,7689.0,24630.94921875,4.351953029632568,3.2034008502960205,110.39998626708984,100.39998626708984,-89.5999984741211,-72.19999694824219,17.175634384155273,0.0405993275344371,87.0,83.88848876953125,,151.21804809570312,269.4206848144531,2262.874755859375,,185.0,,,271.0,7724.0,,,0.0,1.0,24888.0,,5557176.0,0.0,3.189298152923584,0.0,
7073448977,"1 May 2022, 23:04:26",Morning Run,Run,4202,12.51,182.0,255.0,False,,activities/7529709708.fit.gz,,,4202.0,4198.0,12510.26953125,3.794043064117432,2.9800546169281006,51.15445327758789,48.75445175170898,7.099999904632568,18.700000762939453,16.128982543945312,0.0191842392086982,86.0,84.1061019897461,,176.33944702148438,250.36471557617188,1145.5758056640625,,255.0,,,251.0,4203.0,,,0.0,1.0,12599.5,,5557176.0,0.0,2.97721791267395,179.10000610351562,
7083686840,"3 May 2022, 20:34:15",Morning Run,Run,4086,12.72,188.0,276.0,False,,activities/7540825061.fit.gz,,,4086.0,4074.0,12725.169921875,4.10400390625,3.123507499694824,60.01872253417969,59.3187255859375,6.400000095367432,20.399999618530277,48.82154846191406,0.0055009089410305,87.0,83.98599243164062,,181.58311462402344,259.66070556640625,1171.443115234375,,276.0,,,260.0,4087.0,,,0.0,1.0,12884.0,,5557176.0,0.0,3.114334344863892,182.6000061035156,
7094718079,"5 May 2022, 21:44:27",Morning Run,Run,4290,13.09,184.0,241.0,False,,activities/7552770129.fit.gz,,,4290.0,4261.0,13096.6103515625,3.802148342132568,3.0736002922058105,134.98150634765625,135.38150024414062,8.0,43.29999923706055,31.98493385314941,-0.0030542253516614,87.0,83.82084655761719,,174.63145446777344,255.74249267578125,1212.1400146484375,,241.0,,,256.0,4291.0,,,0.0,1.0,13331.599609375,,5557176.0,0.0,3.0528228282928467,11378.900390625,
7105588400,"8 May 2022, 00:15:40",Morning Run,Run,8991,27.44,192.0,333.0,False,,activities/7564645080.fit.gz,,,8991.0,8991.0,27444.0390625,12.5361328125,3.0523900985717773,105.0,119.0,7.800000190734863,22.200000762939453,44.52190780639648,0.0167613830417394,88.0,84.1553726196289,,162.5995635986328,246.5941162109375,2470.0,,333.0,2215564.0,,247.0,8991.0,,,0.0,1.0,27633.69921875,,5557176.0,0.0,3.0523900985717773,1247.5,
7111115130,"8 May 2022, 22:40:10",Morning Run,Run,4178,12.77,194.0,85.0,False,,activities/7570690077.fit.gz,,,4178.0,4177.0,12769.51953125,12.438000679016112,3.057103157043457,59.0,63.0,-9.0,2.400000095367432,10.914048194885254,0.015662295743823,87.0,84.08709716796875,,143.9497833251953,245.84109497070312,969.0,,85.0,1025184.0,,247.0,4178.0,,,0.0,1.0,12870.900390625,,5557176.0,0.0,3.0563714504241943,509.8999938964844,
7116483053,"9 May 2022, 23:11:34",Morning Ride,Ride,7238,60.1,154.0,54.0,False,Scultura 5000,activities/7576528224.fit.gz,,8.0,7238.0,6889.0,60105.87890625,10.635937690734863,8.724905967712402,9.0,13.0,-35.79999923706055,-28.200000762939453,3.902416706085205,-0.0036602090112864,127.0,74.26210021972656,,124.80127716064452,200.49301147460935,1387.0,10.0,54.0,1387215.0,,203.0,7239.0,,,0.0,1.0,,6699863.0,,0.0,8.304210662841797,0.0,
7121828939,"10 May 2022, 21:16:46",Morning Run,Run,4071,13.1,193.0,160.0,False,,activities/7582305301.fit.gz,,,4071.0,4071.0,13100.349609375,13.341998100280762,3.217968463897705,59.0,62.0,3.0,14.199999809265137,31.516849517822266,0.0,88.0,84.23575592041016,,164.7667694091797,257.7174072265625,1115.0,,160.0,1048250.0,,258.0,4071.0,,,0.0,1.0,13190.099609375,,5557176.0,0.0,3.217968463897705,526.5999755859375,
7128178048,"12 May 2022, 00:29:08",Morning Ride,Ride,7406,60.97,158.0,58.0,False,Scultura 5000,activities/7589155674.fit.gz,,8.0,7406.0,7374.0,60974.4609375,15.976000785827637,8.268844604492188,9.0,5.0,19.799999237060547,43.20000076293945,7.160820960998535,0.0285365376621484,141.0,70.74806213378906,,128.5944366455078,175.14898681640625,1284.0,14.0,58.0,1283860.0,,180.0,7392.0,,,0.0,1.0,,6699863.0,,0.0,8.233116149902344,0.0,
7143969268,"14 May 2022, 23:24:23",Morning Run,Run,10066,28.87,210.0,528.0,False,,activities/7606361275.fit.gz,,,10066.0,9936.0,28876.75,3.658007860183716,2.9062752723693848,153.2186279296875,148.5186309814453,6.099999904632568,40.70000076293945,49.52316284179688,0.0162760689854621,87.0,83.44532775878906,,172.11639404296875,241.10531616210935,2657.359375,,528.0,,,240.0,10067.0,,,0.0,1.0,29226.69921875,,5557176.0,0.0,2.868741273880005,1334.800048828125,
7150641096,"16 May 2022, 05:44:24",Afternoon Run,Run,4495,12.91,184.0,219.0,False,,activities/7613719243.fit.gz,,,4495.0,4309.0,12909.900390625,3.678027391433716,2.9960317611694336,136.01490783691406,137.81491088867188,8.899999618530273,43.29999923706055,29.897809982299805,-0.0139427874237298,87.0,83.72480010986328,,169.1242218017578,248.7497100830078,1193.582763671875,,219.0,,,245.0,4496.0,,,0.0,1.0,13127.5,,5557176.0,0.0,2.8720579147338867,11284.900390625,
7166116734,"18 May 2022, 22:38:08",Morning Run,Run,4052,12.73,198.0,267.0,False,,activities/7630468903.fit.gz,,,4052.0,4049.0,12732.669921875,3.891992092132568,3.1446456909179688,55.46113967895508,52.66114044189453,4.300000190734863,18.700000762939453,20.572450637817383,0.0219906736165285,87.0,84.30763244628906,,180.41452026367188,259.1652526855469,1167.9244384765625,,267.0,,,259.0,4053.0,,,0.0,1.0,12845.2998046875,,5557176.0,0.0,3.142317295074463,553.7999877929688,
7171668081,"20 May 2022, 00:11:42",Morning Run,Run,4060,12.36,185.0,264.0,False,,activities/7636492725.fit.gz,,,4060.0,4052.0,12361.3203125,3.764062404632568,3.050671339035034,58.07149124145508,51.77148818969727,3.299999952316284,18.700000762939453,21.495332717895508,0.0509654283523559,87.0,84.10836791992188,,178.93460083007812,251.7339630126953,1135.55615234375,,264.0,,,252.0,4061.0,,,0.0,1.0,12489.2998046875,,5557176.0,0.0,3.0446600914001465,528.2000122070312,
7176560137,"21 May 2022, 00:53:33",Morning Ride,Ride,13632,100.03,150.0,38.0,False,Scultura 5000,activities/7641826949.fit.gz,,8.0,13632.0,12981.0,100030.53125,12.224218368530272,7.705918788909912,175.0,188.0,3.0,41.59999847412109,9.68962860107422,0.0167948715388774,157.0,70.45404052734375,,104.56505584716795,169.60435485839844,2178.0,11.0,38.0,2171994.0,,173.0,13633.0,,,0.0,1.0,,6699863.0,,0.0,7.337920188903809,9.0,
7181784375,"21 May 2022, 23:38:56",Morning Run,Run,7966,24.01,186.0,516.0,False,,activities/7647528825.fit.gz,,,7966.0,7943.0,24018.220703125,4.008008003234863,3.02382230758667,82.99581909179688,81.79581451416016,8.199999809265137,17.5,11.254650115966797,0.0049962070770561,88.0,84.16847229003906,,177.87132263183594,249.37319946289065,2195.51953125,,516.0,,,250.0,7967.0,,,0.0,1.0,24147.19921875,,5557176.0,0.0,3.01509165763855,1084.9000244140625,
7187751822,"22 May 2022, 23:09:19",Morning Run,Run,4213,12.61,182.0,258.0,False,,activities/7654064363.fit.gz,,,4213.0,4172.0,12611.33984375,3.871972560882568,3.0228524208068848,60.05104446411133,57.85104370117188,4.199999809265137,18.700000762939453,34.80718231201172,0.0174446180462837,87.0,84.55587768554688,,175.41668701171875,248.80291748046875,1158.614013671875,,258.0,,,249.0,4214.0,,,0.0,1.0,12742.900390625,,5557176.0,0.0,2.9934346675872803,538.5,
7197508757,"24 May 2022, 20:53:21",Morning Run,Run,4254,12.69,186.0,273.0,False,,activities/7664660521.fit.gz,,,4254.0,4174.0,12693.830078125,3.740039110183716,3.0411667823791504,51.42382049560547,49.62382125854492,7.199999809265137,18.700000762939453,41.84549331665039,0.0141801172867417,88.0,85.0313949584961,,178.68798828125,250.47064208984372,1162.5146484375,,273.0,,,250.0,4255.0,,,0.0,1.0,12785.7998046875,,5557176.0,0.0,2.983974933624268,542.7999877929688,
7209114023,"27 May 2022, 03:10:37",Afternoon Run,Run,4227,12.91,180.0,64.0,False,,activities/7677255343.fit.gz,,,4227.0,4064.0,12909.4296875,3.870019435882568,3.1765329837799072,136.22421264648438,138.02420043945312,8.699999809265137,43.29999923706055,20.46938705444336,-0.0139432959258556,88.0,84.3798599243164,,145.6261444091797,265.7445373535156,1192.9736328125,,64.0,,,262.0,4228.0,,,0.0,1.0,13120.7998046875,,5557176.0,0.0,3.054040670394897,11286.2998046875,
7213914183,"28 May 2022, 01:30:04",Lunch Ride,Ride,13432,101.45,142.0,26.0,False,Scultura 5000,activities/7682505279.fit.gz,,8.0,13432.0,12873.0,101456.046875,12.587890625,7.881305694580078,159.0,184.0,33.0,68.19999694824219,7.999992370605469,0.000197130444576,165.0,71.34439086914062,,88.55557250976562,164.33250427246094,2111.0,11.0,26.0,2110519.0,,168.0,13380.0,,,0.0,1.0,,6699863.0,,0.0,7.553308963775635,95.8000030517578,
7219205911,"29 May 2022, 00:17:50",Morning Run,Run,8947,26.73,188.0,427.0,False,,activities/7688303855.fit.gz,,,8947.0,8913.0,26733.83984375,3.7939453125,2.9994211196899414,112.63681030273438,96.8368148803711,-10.0,18.700000762939453,10.526318550109863,0.0591011233627796,87.0,83.66917419433594,,168.54241943359375,248.30789184570312,2441.6279296875,,427.0,,,249.0,8948.0,,,0.0,1.0,26854.0,,5557176.0,0.0,2.988022804260254,1307.4000244140625,
7224584159,"29 May 2022, 23:44:23",Morning Run,Run,4166,12.76,208.0,265.0,False,,activities/7694236767.fit.gz,,,4166.0,4158.0,12766.580078125,3.778125047683716,3.07036566734314,73.74028015136719,69.6402816772461,7.099999904632568,24.600000381469727,36.13326644897461,0.03211510181427,89.0,85.25360870361328,,175.2511444091797,253.55303955078125,1177.3258056640625,,265.0,,,254.0,4167.0,,,0.0,1.0,12948.7001953125,,5557176.0,0.0,3.064469575881958,551.5999755859375,
7229698841,"30 May 2022, 23:26:07",Morning Ride,Ride,7847,60.96,166.0,96.0,False,Scultura 5000,activities/7699839698.fit.gz,,8.0,7847.0,7710.0,60964.37890625,12.782031059265137,7.907182693481445,10.0,5.0,485.7999877929688,504.0,7.06082010269165,-0.0164030212908983,174.0,69.93397521972656,,136.2942352294922,176.45187377929688,1358.0,7.0,96.0,1358492.0,,181.0,7848.0,,,0.0,1.0,,6699863.0,,0.0,7.769132137298584,0.0,
7234496415,"31 May 2022, 21:25:38",Morning Run,Run,3871,12.98,177.0,42.0,False,,activities/7705080029.fit.gz,,,3871.0,3871.0,12980.009765625,3.863989353179932,3.3531413078308105,0.0,,,,0.0,0.0,86.0,83.00104522705078,,138.4962615966797,268.3340148925781,891.0,,42.0,1038714.0,,272.0,3872.0,,,0.0,1.0,,,5557176.0,0.0,3.3531413078308105,0.0,
7245725580,"2 Jun 2022, 22:51:16",Morning Run,Run,4017,12.43,183.0,188.0,False,,activities/7717283536.fit.gz,,,4017.0,3972.0,12434.0703125,3.719921827316284,3.1304306983947754,133.2617645263672,132.2617645263672,10.5,43.29999923706055,44.183963775634766,0.008042418397963,88.0,85.5401840209961,,167.23223876953125,261.0596923828125,1148.612548828125,,188.0,,,260.0,4018.0,,,0.0,1.0,12632.900390625,,5557176.0,0.0,3.0953621864318848,11264.7998046875,
7256518101,"5 Jun 2022, 00:30:15",Morning Run,Run,5176,16.11,189.0,328.0,False,,activities/7729040860.fit.gz,,,5176.0,5174.0,16111.919921875,4.109961032867432,3.11401629447937,83.48046875,62.58046722412109,-14.600000381469728,18.700000762939453,44.66727066040039,0.1297176331281662,89.0,85.26808166503906,,177.4728240966797,259.04022216796875,1476.8875732421875,,328.0,,,262.0,5177.0,,,0.0,1.0,16243.400390625,,5557176.0,0.0,3.1128129959106445,544.2999877929688,
7262032999,"5 Jun 2022, 23:49:02",Morning Run,Run,3943,12.09,183.0,239.0,False,,activities/7735108229.fit.gz,,,3943.0,3937.0,12090.3603515625,3.798046827316284,3.070957660675049,56.68548583984375,54.78548812866211,4.699999809265137,18.700000762939453,35.91681671142578,0.0157149992883205,87.0,84.857177734375,,176.71780395507812,254.49606323242188,1109.3614501953125,,239.0,,,255.0,3944.0,,,0.0,1.0,12201.2001953125,,5557176.0,0.0,3.066284656524658,524.7999877929688,
7272551806,"7 Jun 2022, 22:32:58",Morning Run,Run,2691,8.13,177.0,56.0,False,,activities/7746552595.fit.gz,,,2691.0,2688.0,8133.97998046875,3.3919920921325684,3.026034116744995,6.039009094238281,10.53900909423828,5.900000095367432,14.399999618530272,15.72240161895752,-0.0553234703838825,87.0,84.59016418457031,,149.60394287109375,248.86029052734372,740.6986694335938,,56.0,,,249.0,2692.0,,,0.0,1.0,8146.5,,5557176.0,0.0,3.022660732269287,5.599999904632568,
7278607606,"9 Jun 2022, 02:45:01",Lunch Ride,Ride,8687,62.7,153.0,30.0,False,Scultura 5000,activities/7753094084.fit.gz,,8.0,8687.0,8058.0,62703.91015625,14.228124618530272,7.781572341918945,117.0,125.0,-292.3999938964844,-261.3999938964844,9.126520156860352,-0.0028706148732453,102.0,73.07478332519531,,116.4264144897461,138.241455078125,913.0,25.0,30.0,913483.0,,145.0,8648.0,,,0.0,1.0,,6699863.0,,0.0,7.21813154220581,597.5999755859375,
